93823421131954713850FF4,Borrower,Beatricew805,CA
F7C2342221602884120B35C,Borrower,Vicky1984,AR
DD343421874004386FFF37C,Borrower,joyce5701,PA
4B2E34219201696155F4E4D,Borrower,micbr89,IA
A46F3408271873861801A72,Borrower,pansas2000,TX
E63C3421229558243E9F5D3,Borrower,sunshine15,IA
43D43423985478842C78E36,Borrower,PaulJames,VA
7E8734201372839265729DF,Borrower,corpsman316,CA
A1F534217104129079189BE,Borrower,CiumHnIG,TN
A1663418300773137F9A79D,Borrower,LMJ120828,CA
9.77234E+22,Borrower,WHATCHARM07,VA
772C3422070804994E28238,Borrower,babybear1939,WA
D4F23406804461520343A63,"Borrower,Lender",vi44,CO
A191342311851792847C0C7,"Borrower,Lender",LITTLEESDADDY,CA
D02C34241583789782395EF,Borrower,belindajean,TX
2.98734E+22,Borrower,couldyouplease,GA
74DF3417587643303428F2F,Borrower,Nariwarch3,CA
61C03382503305859B5D79C,"Borrower,Lender",Wambli,FL
C6A53422233551549B040D7,Borrower,laurap,NY
6AE03420674445431946DD0,Borrower,moneytooken,IL
D9CC33940093406022A44EA,Borrower,shieldsy33,MA
23913423451674504B73DB8,Borrower,sizzler400,CA
4E1F3380381577949F98471,"Borrower,Lender,Group Leader",krafts4u,DE
F4753418244300490ACA8CC,Borrower,godfreyw,AL
78B23414593814745977D52,"Borrower,Lender",labattblue82,NC
76CD3423180607794A9E268,Borrower,nemo1,VT
290E3421433234338F95173,Borrower,wisdomladie3,MO
6EE3341268378382618D28B,Borrower,heavenstar,CA
24563366625747762DE020B,"Borrower,Lender",Harko1,AK
D040342388245784897E4BC,Borrower,noahtwo,VA
C4CE3422667766771E46A01,Borrower,alexialei,WA
357C338157387467932F11F,Borrower,jeffdm64,MI
61CF342334624193614BCF4,Borrower,jslca30,FL
D8803423151774999D76581,Borrower,MYNAMEHERE,TX
D25A3417913159360A18FA8,Borrower,sxmsxm64,NY
71073420015775211167C31,Borrower,Dranny,NC
920F342399678372238D2B4,Borrower,jdwayne,TX
08923423095492813AD22DA,Borrower,lanzdist,FL
2AFD3417842372839F4D8E6,"Borrower,Lender",razzled123,AR
DA113423782414567797B35,Borrower,doc077,IL
B97C3421825236234F42365,Borrower,Jetta831,AZ
F2653365236453770591732,"Borrower,Lender",jamesc760,CA
23BF3365022045497FF5670,Borrower,Christinelee,CT
B2573422250230289C266CE,"Borrower,Lender",bige1438,IL
B9C2341665762501455F3ED,"Borrower,Lender",moondoggie_44,PA
A09D33656256729676B6573,Borrower,buddhayes,TN
910D3423335581641896319,Borrower,kkrr0826,OH
1F6B34230087285463E73D3,Borrower,botking,PA
E02B3422532510932EF5E44,Borrower,Netabriss,IL
D96234222893345472A6CF6,Borrower,Pam0812,NJ
295634229389908389AF90A,Borrower,RachelB,SC
3A033421591449099B13287,Borrower,HowardTDuck,AR
E38234223540963899E00D3,Borrower,willyr,MT
FED23422291631997AF8173,Borrower,misslshanae,TX
F1BB3422640357881DCA8C6,"Borrower,Lender",mamajuju,NC
266B342235367562986BAE9,Borrower,joes45,MS
F8E73421082539809A6CAC8,Borrower,stemcell1,VA
A5B134238026611371F412C,Borrower,trumbette,PA
B1AC3420260169736258157,Borrower,hdsfdeuce01,CA
E6CA3424415334210FBE231,Borrower,yansh,CO
A70B34200508035752EC974,Borrower,securemyfuture,ID
6.05342E+21,Borrower,Moneytalks9912,WA
1.14834E+22,"Borrower,Lender",missbighead,VA
C626342076792354871F500,Borrower,zrebecc,CT
2363342364996623575AD29,Borrower,pureadvantage,TX
9F67339985729302207025D,"Borrower,Lender,TRADER",tmonty123,MN
B48933910801758714C84E4,Borrower,wilsonsports,RI
A3C33377164010951E7F10F,Borrower,snuffy100,VA
9EBC342328353014833EF89,Borrower,whypencilshaveerasers,VA
FD2F3422021995500FBA0EA,Borrower,bigmike2477,NY
9FCF342187408517915B101,Borrower,djp104,FL
1FF333705294906968E8F81,"Borrower,Lender",Al05,OR
87EC3423883831303F33A0E,Borrower,rainesummer,NC
DD2B3423204615911044462,Borrower,yoyo42,FL
7F0534242365082399CF350,Borrower,sirwtm,GA
2B853422270305302CBFECC,Borrower,canajunairlines,CO
B7B734238860212144D9AD6,"Borrower,Lender",artk42,AL
637834134811758533818BA,Borrower,Lemondboy,OK
472434227419737734A94C1,"Borrower,Lender",yanksrule,GA
75253423669682966C79D61,Borrower,kungfupand,CA
2E68340664771317865796C,Borrower,Muziclov3,MA
201A34172158707450210B6,Borrower,mtnman08,CO
95A53392703714824C3E9DB,Borrower,Precious57,OK
23EE3423967903111B81104,Borrower,baer2322,TN
623634229431225236D213E,Borrower,chelmo73,FL
AAF13422158428970F1036B,Borrower,ciwell,FL
692F3406287099688A32ECF,Borrower,branceh,NC
ED833423445733104C33C31,Borrower,Instruments,IL
5C2734235236167194D58D9,Borrower,huskerdad,IN
0BFD3422080031644685B40,Borrower,filmsoundguy,NY
98F83375648676019E33480,"Borrower,Lender",shopforsaving,NJ
2E3934233302657122ADFF8,Borrower,skyhavvk,FL
A1813422071625979050524,Borrower,needinghelp08,KY
712533944572108528A54BE,"Borrower,Lender",choddy32,NY
859A3417479691289EF4F0F,Borrower,Irishdragonman,CA
DDFB3423552366700204232,Borrower,joshuashep,GA
4E1C3422720361059F436D9,"Borrower,Lender",cjtv,DC
8.59034E+22,"Borrower,Lender",lendborrow,CT
E0973423662504864F5753F,"Borrower,Lender",FEMILEGACY,OH
BA0034224146631705FDF17,Borrower,peeggy,CO
C216339365514274604FD69,Borrower,mrzj9,CA
C4C73422437877278DF59A7,Borrower,Superstar78,FL
8B293416979786837A86F51,Borrower,Familyman08,NC
A30C3415535074744DE16C1,Borrower,angies777,WA
AE8C3420471275689FC8509,"Borrower,Lender",nelsonschool,MN
46E23390629053257B790B0,Borrower,kandieangell,CA
731A3421615218157AFAEC5,Borrower,SM9671,PA
E8AD34186638308784E6ED1,Borrower,jessica9432,MN
B6113422077330017639CF9,Borrower,ezwhey,WA
3EFC3412356940393BE6DE8,Borrower,tarar714,NJ
02AF34179714576903F72D3,Borrower,dingman22,WI
E3613422741296389D1FE6F,Borrower,javelin,TX
50CA3421126041085A3FE12,Borrower,nikktoo,MN
72493418655435705C0352D,Borrower,flipflipflip,IL
1AE13424050847624766223,Borrower,PlumbingHelp,PA
3B1B338136731784830DE4B,"Borrower,Group Leader",davisdundada,OH
90CE3421825996938E489BD,Borrower,kimnickw,OR
B080341673898047995DAE7,Borrower,jpjewelry,NC
A3DD3420306445009246DC4,Borrower,Timetorepair,FL
73033414510099870110A48,Borrower,Successpayback,FL
8A0A3419777950579DEC4AF,Borrower,sludgehauler,NY
1969340695178727396D6A4,Borrower,Spsempai,FL
D06D342322572154495FE19,Borrower,jake79932002,NC
7B473423969387134AFC79F,Borrower,judith2,FL
A3EB3373276321680CD43FD,"Borrower,Lender",mimi-c,HI
B718341190046181103023C,Borrower,theoryoforbs,FL
DD103421698704576CC3C5F,Borrower,etreebranch,TX
BA10341811630171670495E,"Borrower,Lender",glenn30,IL
1946342248441545216EE25,Borrower,Inglius,OR
9A3E33661036094744DE2C1,Borrower,snoopy12,CA
E1D73419606284595FE7036,Borrower,pjtch20,GA
C8E23423247972057B80341,Borrower,bluegrass08,NY
F33C3423778351832394406,Borrower,flturtle,FL
86A434211750864233A361D,Borrower,LiveOakMarket,WI
1A913423530164983337847,Borrower,2polite,PA
451C3423649045736725762,Borrower,USAFvet93,VA
B8FE3420864345723CDD3C1,Borrower,healthcare1,NY
790934028960404053AD781,Borrower,Mick3443,OH
31B43422618468082BE797B,Borrower,mslara,TX
99CC3419222342101E2B991,Borrower,toyoungtobe54,AL
B4B43406163345150951FDA,Borrower,gixxer66,ME
072834181422629738B1E92,"Borrower,Lender",sokha3mo,CA
D473342216979635568EFF9,Borrower,gdwg9,CA
A5553419183918629FACC6F,Borrower,redrose127,OH
DADA3410261725876677E0A,Borrower,pimpinallen,WA
62663416602421308F07AA4,Borrower,marilyn03,IL
92243422526053958D6B3A9,"Borrower,Lender",jenje21880,OH
C4A03423341970557C7A144,"Borrower,Lender",cetus,CA
6A2F3423405288019726B1B,Borrower,FastForward41,NC
ABEA33652902511991EBCE7,Borrower,global57,HI
963C341093270654391B159,Borrower,kfor666,MI
B20034228561980515D2C3E,Borrower,timb1112,LA
8EC834221942077500C610D,Borrower,mdu1984,KS
57733412701322538E7D06A,"Borrower,Lender",adamlh,NE
DDEF342338922164750F34F,Borrower,nova9936,MI
7D1A3422828033673DD6392,Borrower,talanas,CA
02513418196565289F6163F,Borrower,Asbusyasabee,NE
C9C73390739878496F4F1B5,Borrower,DEPGroup,NM
48643421438655968CAFEC1,"Borrower,Lender",RMLOAN2008,CA
B40934171662277728D7676,Borrower,neet04,FL
BF213397905266215FA0F7C,Borrower,shell695,IL
4E6D342353922801762ED8C,Borrower,James859702009,MA
610E3422144743296C6A569,Borrower,luvkids06,IA
28443416487436029AA3B11,"Borrower,Lender",checkthisout,WA
CEC134204634227820CAD41,Borrower,asuvap,VA
34B933645207536766C48AD,"Borrower,Lender",henderjkh,VA
289F3419480247605D25984,Borrower,southwestbound,IL
D3A63422409280493EAE157,Borrower,AlmostDebtFree,OR
BAC93423098580552A1C921,Borrower,Nagrii,SC
AC693407161462718CB3139,Borrower,hols342000,GA
FC9D3423021145856F03D7B,Borrower,doorsales,WA
531F340885239172042785A,Borrower,melissa77,MD
DF0B3419633000428E73EA2,"Borrower,Lender",HelpFromNY,NY
D2E53422721076093A85862,Borrower,BigRegz,WI
A9E03423680691773F52157,Borrower,illathruz,NY
F0703378499019388820F26,Borrower,aviator77,MD
008234077318634200716F8,"Borrower,Lender",GACFUNDING,FL
5BFC3422462816368312C28,Borrower,Agent101,MN
F3223423029791341E77163,Borrower,ivymason78,NV
4F173420435586122ACFB83,Borrower,benson01,NC
842B3421979999706A1AB67,Borrower,wyonascarfans,WY
1E8D3422797334162B9B342,Borrower,candycook,NY
5E7A3423278834421BFD8FC,Borrower,bkmom,KS
E9CD34202475502339659A1,Borrower,prebbler,MD
FFBA3422389678884DD58B3,Borrower,married79,TX
95DD34225929490917424EF,Borrower,TJags,MN
DA693422982642577CD9A26,Borrower,Squirty,AL
FAC93424122692796A7D5B3,Borrower,lindy956,ID
3D9434099789491974A815A,Borrower,TKOARTIST,NJ
B0093423536118536066591,"Borrower,Lender",Drunk_Donkey,NM
7F7B3404698054238602407,Borrower,ccflo1949,LA
9E1533903439733318E1294,Borrower,kroq562,CA
6F873377954074757D3D13D,"Borrower,Lender",Wolverines1,FL
86713420652884942EDB61C,Borrower,racegoat,WA
CE193422605240056BE8DF7,Borrower,ironman23,WA
16CA3387104479669C9D984,Borrower,supachef,GA
7D2C3422801920245EAD7D7,Borrower,GateKeeperProductions,CA
137D342348869218940C45B,Borrower,nichok,WI
60003423903934709EFCCA2,Borrower,peache714,NC
089A339228334675696B17A,"Borrower,Lender",qutiepie,AL
E53634225122902807C7B29,Borrower,hamhock,KY
30A73423669147019E4F744,Borrower,klexcedes,MS
B523342130011088163AAA6,"Borrower,Lender",dbuster,MI
DE2D3423426939452D4B56B,Borrower,bethliz12,CA
FA97342212007700578C41C,Borrower,cclynn,AL
258C342079112129500F52D,Borrower,theviper,OH
72753423860173569EF3170,Borrower,albertq,TX
120D3424464810660E98A79,Borrower,kiddiecab,GA
2F4B3417620445789F92BAE,"Borrower,Lender",financing2000,FL
FC773422654525298416D56,Borrower,jeeplover,VA
7E7E34231878799997FB59A,Borrower,pmigent,NC
5DC73378140124959472F2A,Borrower,tomyka81,FL
C12D342302323524621FB5D,Borrower,Casseopia,MO
9A6F3418434046818735670,Borrower,puffycheeks,MS
BFE83397039276934CBCADE,"Borrower,Lender",bennyw13,UT
857234227047512963E4819,Borrower,EANDJSMOMMY,CA
79F23388873006057188587,Borrower,MuseGimm,PA
8A843421251529722AB74EB,"Borrower,Lender",Springview,IL
38F534209950226295559EA,Borrower,mtr1983,CA
9627342307735400627C331,Borrower,Bears84,CA
917734151288732441025F1,Borrower,JA0958,IA
DB0F34231571012327FAE5A,Borrower,rakzoz,FL
EA673423337538338785F65,Borrower,helpwithcountrywide,CA
773E34237984673560BD5D3,Borrower,kenifornia,VA
0711342088940237588F558,Borrower,Peanut67,MI
5FF334190572544421A9AF5,Borrower,RECMS,IL
25B7339712124944018769A,Borrower,djay777,AZ
CB303420126248989FCFDF5,"Borrower,Lender",rommel3074,FL
7F7A33792760646655EE92F,Borrower,tatica,FL
2EA53421537527538F3BF7F,Borrower,alpharettaga1,GA
1FBA337300520707474A4F6,"Borrower,Lender",kwatzek,OH
B5013422047662099676D48,Borrower,72800407,GA
C4923418413896621B554AC,Borrower,wehavekids,TX
381534196709189496BAA81,Borrower,PIOHENRY,FL
8C1C3422394422364774148,Borrower,philly1957,CA
06BF3423294871379E3D5E5,Borrower,leenbob,TX
93EA34231913745168842F3,Borrower,melonman,CA
079D34207622660832010BF,Borrower,unm00red,OR
AE5F3421385652150AF3720,Borrower,archesaway,NY
247D3422683500038535B7A,Borrower,Garman,IL
1E873421579839290469DD6,Borrower,yellowlilly,FL
BA583400961476938D3FAC3,"Borrower,Lender",willinvest,VA
24FA338398230087572B4AA,"Borrower,Lender",adphspru77,MN
8.65342E+21,Borrower,crisario,FL
D8263420467320889832AD9,Borrower,moonglo610,FL
55AF3419227681972084F38,Borrower,buffy1018,TX
3DF63422886762813166536,Borrower,Christina3155,WA
4C5134182848054498B84BD,Borrower,madboatbuilder13,FL
ABA63419781162501E24B5F,Borrower,billsbillsbillsmorebills,TX
2D923422353525135A97FFE,Borrower,ForRyan,MT
70A2342212922652872063A,Borrower,jenny29,FL
35943406447005576C993B4,Borrower,mother4always,MI
A44A3385764864676476620,Borrower,mom2mda,LA
FC3D337489328343162AA51,"Borrower,Lender,Group Leader",GJLENDING,LA
4F80342394281895262977A,Borrower,Carolyn34,CA
B4FB3403711534969353AAC,"Borrower,Lender",Blessme1,GA
15F53423143770286FE7990,Borrower,bme,UT
0EF534165128479171D9497,Borrower,tjsjewelry04,ME
AF8E3422173059103A1C2C5,Borrower,netsplit455,WA
B1233422199360346BABC6B,Borrower,thegogetter,NY
5D9633724552845320DCF13,"Borrower,Lender",Bugz,PA
36263421486448153A2FE66,Borrower,polostd,FL
766F34224679307200FF0B8,Borrower,heatlynns,NY
1313338012152637127DF4A,Borrower,lukewhite12,OH
AD0A34238439466617BA33A,Borrower,kz2211,MN
8AC6342312344195290FA73,Borrower,plainjane5,IN
15DD3423243473226344EE7,Borrower,Jovis,CO
9E9734224076129263ADBF1,Borrower,PTA,TX
FA3134202662798828CCD54,Borrower,XanGo4you,MN
5D7F3365898372316753C2C,Borrower,acagrm,OH
9B943424257707707EC6AEA,Borrower,didigirl,FL
220F3422912439252CC7CD8,Borrower,gregmeka,NJ
5A173382353579378D6C96E,"Borrower,Lender",sahuaripa,CA
9F213421677263805CA5605,Borrower,tjh7366,MN
5F1C341227748342493DA28,Borrower,Nikki13,GA
40643405231555985BE1B6B,Borrower,scorpio56,NY
E56B3421997078177753E9C,Borrower,josyjoel,PA
264A3419905736145284BB3,Borrower,GeorgeWSchnauzer,FL
75E834069136927567CD141,Borrower,beasz,MN
D28D3423162625336958EAF,Borrower,DitoII,TX
D4A7342180948603633C631,Borrower,readthesign,MN
D5823406518313972449A1D,Borrower,lilp18,FL
74043422964761150D27031,"Borrower,Lender",kimber2222,CA
A89B3423037693635B393A9,Borrower,love_truth,GA
00543423545486277D3947A,"Borrower,Lender",mrblades2005,FL
117C3411064149307E2FC0A,Borrower,pagrandma,PA
3E803422912020476F71AD2,Borrower,bikesafety,WI
306B342189454189881B443,Borrower,Yeisi,ID
C12634228762952087DEC7F,Borrower,jd1spirit,NV
390B3408119887490AB48D3,Borrower,doll511,MO
86F633955545354135F2F61,"Borrower,Lender",bigdee23,OK
BE0733860955250019822F6,Borrower,gdkhrmaone,VA
FE533424429119887AE44B0,Borrower,cherie9,NC
197034011419138986F03C6,Borrower,today1,NY
C8ED34230249853442D31EE,Borrower,ekb,NV
822E3419847294686753EDD,Borrower,3409denny,IA
C0F934238954839999AEF0E,Borrower,hrrswayne,IL
13983421918413970B2DAE0,Borrower,Mariana2385,IL
EC943422688899855E46AC6,Borrower,MarthaH,CA
017B34199363364163A5763,Borrower,transplantneeded,MO
1888340743259067861554D,Borrower,Businessman37,IL
04E73417457617840BFCB63,Borrower,NCG2,MS
ABF334219750530178AD108,Borrower,dodocinger,CA
099C3421725731022647073,Borrower,egds,CA
4E8134192118339699EB87F,"Borrower,Lender",Lefty76,IN
DA193422297447391B6B4E8,Borrower,cornellfuller,MI
CDFD34208681908709D5FA0,Borrower,jimmy73,FL
CC543382748228644AC8E6D,"Borrower,Lender,Group Leader",cash4unow,IN
C02634225561401440FB6E9,Borrower,victoriaeac,MN
6462342407921198978F21F,"Borrower,Lender",LLMB,AZ
A28B3419067210619F5B575,Borrower,mac5856212,MS
9B8D342317137106334335B,Borrower,rbatlierra,TX
44BF3409678986635C67145,Borrower,rp555888,NJ
5776341942385461330B71A,"Borrower,Lender",benji232,FL
5BB934216357013088BACCD,Borrower,uscgro,MD
21213423378682200E87654,Borrower,dcbaseball39,OH
A73934013955939961B23DE,Borrower,luvdnvrbrncos87,CO
3E393422434022037F52A1C,"Borrower,Lender",growingbiz2010,MO
5DAA3421111471508747F41,Borrower,Matt54,VA
C57A3423100291467EF7A20,"Borrower,Lender",mkgreek,FL
87E93422241437911FB1AC9,Borrower,yard,SC
614E34228031650135CCF2D,Borrower,shera102000,WI
DAD933722201194978B4830,Borrower,4mysanity,MD
C21634225293950303D827B,Borrower,astros08,TX
8D993424110930448ADDC31,Borrower,GrandmaBea,FL
BDA93421316815279E91756,Borrower,muzicfromme2u,MA
3DE23423637433954116D1B,Borrower,hyk204,NJ
11CE3423134047776F5F389,Borrower,mamahoney,VA
49B9341788632009142AE83,Borrower,fataltaz,CT
3C093417458158977C9668C,Borrower,Penelope68,CT
7B31342196580738358EC2E,Borrower,gagehannah,MS
404B3422916454137CBCE5A,Borrower,Jimthegood,PA
DF8A342291222748456FBF8,Borrower,bluegtr9str,NJ
ED4234229624575194DCF53,Borrower,leora,OK
D5C834222411401186D8D8C,Borrower,RinconH,CA
74B83422391222366EB045F,Borrower,ladybug92587,CA
478E3406806357845F93D4C,Borrower,Ruth07,SC
FA6F340879267019666D4E2,"Borrower,Lender",Invictus4HerDream,CA
A3D834227704485761B4DD6,Borrower,sofeea,NV
47623422502863336A04C62,Borrower,teacher26,MD
14A7342409325696663BA06,"Borrower,Lender",Jc1gr,CA
60A13421458419912F7E4E1,Borrower,daisyaduke03,AR
C976342077291115578FA15,"Borrower,Lender",baileycows,LA
AEF03422261912589D0C855,Borrower,LILDONN,IL
CF443407528815738743ED6,Borrower,badpeanut72,OK
6B88341378228461217B72C,Borrower,6boys,OH
543A3419847639784BDC817,Borrower,phillyeagles,SC
E2623423154133640E43F95,Borrower,Brightwood,CA
FF8234221031902976E06B5,Borrower,sare,WI
C5033421649753047752FA0,Borrower,allstar206,FL
33113423320473872FD1A8D,Borrower,muma8,ID
971234227597539421B906A,Borrower,jeffsgirl,IN
352334214823258591E809D,"Borrower,Lender",amaree5,NC
3AE134218214252601E2EE1,Borrower,avenger2,TX
91FC3422810582737E1087D,Borrower,caprioleproductions,NJ
0A663421494242013EA0B65,"Borrower,Lender",valida,FL
6EE934231586846378D8168,Borrower,Marysofs,MN
71093416928236248B05F53,Borrower,olewoman,VA
E87634234934086209063E2,Borrower,tulips821,MO
F7293420881797560F87931,Borrower,pidi,CA
1E8D342177571565755FF27,"Borrower,Lender",iamred,OR
B3CC342207965733659FC74,"Borrower,Lender",LaxStarr,MD
09DF3399803442845A28944,"Borrower,Lender",kkozak4278,NY
5B70337164776411886C777,Borrower,karbear748,PA
E4B23422725412273FFA7EF,Borrower,WCCJHPJS,IL
925A342267608699421A064,"Borrower,Lender",cookieman22,NY
018B3422374291427176A1A,Borrower,biblewisdom,OH
45E434225516791862D3868,Borrower,Ronal,CO
A4123423212780551258686,Borrower,kirosx12,TX
91AA3421833574819D2A369,"Borrower,Lender",80208,FL
942F34035577492198A9FCC,Borrower,sdogs,MD
9C4A34231851906526252DC,Borrower,khemo_t,MN
97D634202993163964F4960,Borrower,GOOD_MOM82,AZ
97493397585070389CC8922,"Borrower,Lender",Finanalyst82,MD
FAE533721808662890FD217,"Borrower,Lender",Snoopy714,MA
04B03386561316705148EB8,Lender,TSC,NY
D35733656406861781D99E5,Lender,whitegold24k,OR
A10034066118642759A5EAD,Lender,bacciav,IL
02D43384822090747CE0B3A,"Lender,TRADER",sh71,CA
3717336509444357832AF95,"Borrower,Lender,Group Leader",LendingStats_dot_com,NY
ACE833700825681102C4EBB,"Borrower,Lender",LLS22222,MI
9E7633963050785320D409A,Lender,NASA,NV
2D42342088735410104AE0E,Lender,MfgMgr,TX
DFC83418003914977DFD763,Lender,Carthoris,TX
60C3339623489012936AC43,Lender,jerry826,CA
5C403377516245649D8F741,"Borrower,Lender,Group Leader",exxxtreme,NY
AD7A3365638653162B8FBEC,"Borrower,Lender",dontwannadance,CA
793933746675793991E6D95,Lender,Samos,CA
C1C43365010941312FDB994,"Borrower,Lender",HenrysDad,AZ
4CE2342381283150411F84E,Lender,Moo1966,WA
B371341561335637845E889,Lender,crika59,FL
7CD634213311218141E2BF5,Lender,Daveeed,WI
EB98342053689893228A88C,Lender,andyb9,WI
9BE53418643976517CB144C,Lender,LendingMine,NJ
33E43419608512125F67404,Lender,Bulldog75,IL
5A303418023605991FFF9E7,"Borrower,Lender,TRADER",chicago_skeptic,IL
A536342282438846775F003,Lender,CrazyDFW,TX
C9CB3401137973574ACD2DA,"Borrower,Lender",Rubagoob12,CT
68C334195613672650B9368,Lender,dragonflywings,OR
489D33990915993969C01C1,Lender,Coach2often,VA
FE43341463705725047F93B,Lender,jason15,CO
52983418680680826ADE789,"Borrower,Lender",marsboy,IA
2C393420049510218ABF42C,Lender,Matt_West,MA
F3B73375475260580F25E1B,Lender,diverdan,NJ
5.96E+19,Lender,MCKJT,MD
04103388070155048898DB9,Lender,kaykarun,WA
0136338267618567865D46C,Lender,Gabriel_Murphy,KS
5DD73387034656717575070,Lender,guts8glory,TX
619D3422088345875405548,Lender,stewards,WA
D5C733978582829603E334E,Lender,Redstorm,CA
EE6734193159514970B1ADA,Lender,quazon,UT
627E3415572873592CE3855,Lender,moneytrain12,MA
7A6633937677824451C8CE2,"Borrower,Lender",JmaThree,AR
F07834163313725914D4B9B,Lender,Lifesgreat,MD
79CE3381502119641216E82,"Borrower,Lender",ThomasC,CA
44C23419100508003C837C7,Lender,F_r_e_d_s__B_a_n_k,CA
DFF634185263690650A4A82,Lender,dianoigo,NC
59133408621494531AC307D,"Borrower,Lender",biophile6,MD
1ABF341349428527344F67F,"Lender,TRADER",ytjameslee,NV
9A88342069104464237326D,Lender,SissysDad,TX
43B53366411745546917310,Lender,ronkr,ID
8BB1338252703760955C37D,Lender,greglloydsmith,NJ
FFB7341552012429187D169,Lender,Rdfarr,AL
D7EA3365816712869F134ED,"Lender,TRADER",debtcollector,NY
1DA13422059244438092582,Lender,MoatAndDrawbridge,TN
D79033807097575040077D9,Lender,zhudaddy,IL
CB97341220693584915B919,"Borrower,Lender",flwah,FL
4F1B3421633777200BF93EB,"Borrower,Lender",theqool,TX
AA8934197632501830529C9,Lender,richard0805,MI
847C33875855081449D017C,"Borrower,Lender",smkJumper,PA
FE7C3423753859754912DB0,"Lender,Group Leader",kingbob,CA
88873385033119572417D4D,Lender,RB_Double-A_Bravo,GA
6E65337223375433621408F,"Borrower,Lender",youknow,AZ
07E1340721770782192E130,"Borrower,Lender",Mr_Mayor,TX
518C3397792751574CC521D,Lender,Lender0821,CA
73563407856615164532C83,Lender,Hew208,PA
B50E3419653319838EA11E5,Lender,JL-327,NC
A25C3389286040155078C27,Lender,Edan07,OH
F09B342248152063398FCE2,Lender,hellasow,NY
A25E3392701112002D678FB,Lender,mrbojangles84,MI
E403337709487934407F64E,Lender,MoneyMoon,CA
A74B341997140376214DF57,Lender,mattpet,IL
45503415822783093CC7D3B,Lender,vornado624,NJ
BE6D340434594895537D02B,Lender,Claudemovie,NJ
40DC342338345569313C97D,Lender,seraphrage,MD
3416341902742116286A973,Lender,Jewelrymom13,CA
FF723385416827240C76375,"Borrower,Lender",jball,CA
5BEA3421463264762C909AC,Lender,lowmagnet,NC
FC1A3389194266017A2D4B4,Lender,LonghornRob,TX
914F3413968941988261514,Lender,sweetpea53,GA
2E7933824459988090EF017,"Borrower,Lender",owltech,FL
27C73415739686970C17BAF,"Borrower,Lender",whemamoneyat,OK
50483381562452595A9EAD8,Lender,greatgreek,OH
5D87341317048026599D3BD,Lender,2002Hyundai,GA
B67A338074566654283E2ED,"Borrower,Lender",Loan_Stranger,CA
4EA93423353954716CDDB88,Lender,bsmooth63,NY
B683342227753692020C317,Lender,MouthPiece,CA
404D342223294876838C7D6,Lender,fhunter1234,CO
47C0336577949472753DA0F,Lender,ash135,WA
